title,Sum of view_count,Sum of like_count,Sum of comment_count
Bad Bunny Monologue - SNL,1063666,17623,779
BAD BUNNY - MONACO (Official Video) | nadie sabe lo que va a pasar mañana,53342382,1379757,49498
back stretching and cracking - chiropractic adjustments,90503828,808843,16432
Baby's Hair Styled with a Vacuum Cleaner,5550541,155317,873
Baakiyalakshmi | 26th to 28th October 2023 - Promo,1067483,20946,1013
Aぇ! group【絵文字だけで出会えるかin和歌山】🏝🎾🍇奇跡が起こる夜✨～第１話,245113,0,1124
AZI x AZA - NAGY A ZAJ,735076,20709,671
"Azevedo ft. MC Cabelinho - DE MAROLA (prod. Dallas, Skinny Beats)",140036,12660,323
"Azawi, Konshens - 04 Summer Bae (Audio)",85965,3419,473
AYU TING TING ORANG PERTAMA YANG KASIH KADO KE BOY WILLIAM ?!!,1279379,51580,4997
Aysun İsmayilova & Reqsane İsmayilova - Yene Sen 2023 (Yeni Klip),1196417,20351,1894
Aysun İsmayilova & Reqsane İsmayilova - Yene Sen (Tarixin Bir Günü) 23.10.2023,123267,1816,221
Averly Morillo - Gracia (Video Oficial),1318908,148324,7392
Australie: ce kangourou tente de noyer un chien puis son maître,2049467,77550,836
Australia vs Netherlands World Cup 2023 Highlights - Aus vs Netherlands Highlights,936368,0,119
"Au Sénégal, Ousmane Sonko entame une nouvelle grève de la faim • FRANCE 24",222205,1251,217
Atualizações da casa nova e precisamos falar sobre corpo pós-parto,50207,7169,312
ÁTRENDEZTEM Henry Kettner OTTHONÁT! (és Barni az enyémet...),79967,3353,52
"Átrendeztem ABOSI BARNI Lakását! ( Ábel, Barni )",55357,2334,67
Atrapando a un ladrón.,6041379,392203,340
Ateş Kuşları 27. Bölüm @atvturkiye,2592749,27319,1491
"Atamızın sesinden ""Magusa Limanı""                                              -Rams 100.Yıl Projesi",168121,14490,7229
Atamın qorxusu 2 #elvinibra #shorts,262418,22695,66
Astros vs. Rangers ALCS Game 5 Highlights (10/20/23) | MLB Highlights,359587,4052,809
Aspirants and @PleaseSitDown mock interview with @AnubhavSinghBassi | Prime Video India,1739971,81165,2770
ASMR belly massage - Lisa,1645612240,11005289,39440
Así se vive un día en la casa Jukilop 🫣 Blog de carnita asada 🥩 Cecia loaiza,22340256,762658,28968
ASÍ SE CAYÓ MI CASA DEL ÁRBOL por el HURACÁN... - [ANTRAX] ☣,3146706,141222,6786
ASI ES LA NUEVA *MEGAHUCHA* Y PRECIOS de LAS NUEVAS SKINS | SNEAK PEEK de BRAWL STARS,2227542,184356,36486
Asal Usul Kediri | Cerita Rakyat Jawa Timur | Kisah Nusantara,392917,10151,2131
Arvaa mitä katsojat vastasivat! (osa 2),70428,3270,144
"Arvaa kuka, mutta TUBETTAJILLA!",67196,3474,115
Arty React Miss Grand Final 2023,129263,959,78
"ARSENE WENGER AKUBALI MZIKI WA SIMBA/""AL AHLY WALIPOTEANA WALIVYOFUNGWA BAO LA PILI""",88604,571,56
Arsenal 1-0 Man City | Extended Highlights | Martinelli Goal,1611947,16688,1001
Arknights: Endfield Teaser Trailer 01,150438,14023,1575
ARK: Survival Ascended Launch Trailer,15432756,887394,94672
A-Reece - BRUCE WAYNE (Official Music Film),129052,13441,1089
Arame - QAXCR,64492,2966,162
AR MATEI BRACHIOZAURĄ?!: KOKS SKIRTUMAS 05,54269,1082,81
Apex Legends: Ignite Launch Trailer,28466009,1274048,103986
"APEX LEGENDS | Stories from the Outlands ""For Us, Utang na Loob""",1577011,60374,5812
"APARAJITA - Full Episode - 531 | ଅପରାଜିତା | Odia Mega serial | Raj Rajesh,Subhashree | Sidharth TV",634733,11913,285
AO VIVO: BRASIL X URUGUAI | HANDEBOL FEMININO | PAN-AMERICANO 2023 NA CAZÉTV,223636,10300,22
AO VIVO E COM IMAGENS: BRASIL X MÉXICO | VÔLEI FEMININO | SEMIFINAL | PAN-AMERICANO 2023 NA CAZÉTV,808475,47228,84
AO VIVO | COLETIVA ABEL FERREIRA | PALMEIRAS X SÃO PAULO,143621,11114,439
Anush Petrosyan - Gone,1515148,14167,828
ANTONIO - PERFEKTNA / АНТОНИО ПЕРФЕКТНА [OFFICIAL 4K VIDEO] 2023,130844,4592,308
Antes de que Gastes - ASSASSIN'S CREED MIRAGE,5291179,459073,14028
Answering some of your questions after 🤰🏽🤰🏽,84517,1065,68
Annoying him while making coffee 😂,70547596,0,23796
Annapoorani | The Goddess of Food | Lady Superstar Nayanthara | Nilesh Krishna | Thaman S,236504,6840,246
Anitta - Mil Veces (Official Music Video),12756544,567206,76576
"Àngels Barceló: ""El PP y los independentistas se están convirtiendo en los dueños del relato""",187598,1070,165
ANGEL TERNYATA MENYIMPAN RAHASIA,7952863,0,167
Angel of Gainz,3261099,275805,10856
ANG PAG DATING,1711506,82852,4364
ANG BAGONG YUGTO,2936054,105829,5005
ANDON - BEBE / АНДОН - БЕБЕ [OFFICIAL 4K VIDEO] 2023,220534,7417,479
Andia x @deliricofficial - Pentru ca | Official Video,4649980,58572,1284
Ande Ka Fanda 😂  | Maa vs Beti - Part 61 | Shruti Shorts | #comedyshorts #comedy #maa,38607636,842772,236
Anasından gizli dəfn edilən məşhur musiqiçinin ot basmış məzarı #azerbaycan#baki#baku#məşhur#vlog,135787,2641,723
Analyse et décorticage d'un mystérieux boitier de mesure d'audience des médias : Médiamétrie,71855,6143,461
ANÁLISIS - MASSA y MILEI AL BALOTAJE,2379064,191508,39231
Amor y Fuego - OCT 24 - ENTREVISTA COMPLETA A JOSSMERY TOLEDO | Willax,347100,3233,1319
Among Us 🍄 The Fungle Launch Trailer,3734152,267613,41824
"AMONG US В РЕАЛНИЯ ЖИВОТ, НО В КЪЩА НА УЖАСИТЕ!",219029,9618,372
Amazing Magic Trick Fails 💯😂 #shorts,29337492,0,0
ALWAYS RESPECT PEOPLE ❤️ #shorts,11863366,270705,341
'Altınlı fincan' polemiği! #showanahaber #shorts,1349879,22146,457
"Allahou Akbar🛑 Mara Niass fait une grossee révélation sur Sonko : ""Moy falou moy fal kiy falou…""",299315,7104,456
All Blacks clinch all-time classic! | Ireland v New Zealand | Rugby World Cup 2023 Highlights,1875659,15072,2440
Alkaline - C300 (Official Visualizer),132345,12532,1901
aliza sehar leaked video  Aliza sehar lek video  Aliza sehar viral video  Aliza sehar 1,609619,1835,0
"Alıştım Zehrine Diyenlere Panzehirimiz Geldi, İrem Derici! - İbrahim Selim ile Bu Gece 5x02",69153,2307,152
"ALIKIBA AWAVULIA KOFIA CAF “SIJAWAHI KUFANYA SHOW FUPI HIVI, TUJIFUNZE”",266202,3237,243
Alikiba & Tommy Flavour - Huku (Official Music Video),1164114,43524,3834
ALIKIBA - African Football League Opening Performance At (Mkapa Stadium),155246,5343,401
Alexander Volkanovski's Recap of UFC 294 Loss to Islam Makhachev,3070624,173246,31680
Alexa rasiert komplett,2446790,106919,722
Alex Botea - Romeo si Julieta ❤️‍🔥 | Official Video,148153,9490,208
ALDINA Bajic - NEKA - 2023 (Official Video),280570,3136,206
Al Nassr - Al Duhail (4-3) Maç Özeti | Asya Şampiyonlar Ligi 3. Hafta,316665,4667,0
Akhlou Brick -Nokhou National (CLIP OFFICIEL),1426760,65515,8618
Akhlou Brick - Mbaye Petaw ( Clip Officiel),2005312,91585,12156
AKHIRNYA KETEMU HALMONI &HARABOJI DI KOREA! GAK MAU PISAH LAGI!🥰,506587,29753,762
"AKHIRNYA BISA MAKAN MALAM IKAN BAKAR KUAH KHAS CHINA, LANGSUNG DI CHINA",209658,11897,628
Aisa Pati Har Ladki ko Mile 🥰🤪 #neetubisht #comedy #funny #trendingshorts #shorts #nanandbhabhi,15307984,734109,821
Aile 17. Bölüm,893717,12503,929
Aile 16. Bölüm,3382102,35478,3198
AIDAsol Weltreise 2023 | Kapitän Rothe und Hotel Director Rothe,64795,144,16
Ai Milly - Boyz Cry (Official Music Video),109649,11125,653
Ai Là Người Giải Cứu Speakerman Bị Đầu Toilet Bắt Cóc? | Lưu Trung Gaming #shorts #skibiditoilet,1220368,114062,194
AHORA FORMO PARTE DE LA KINGS LEAGUE ✨👑🔥 | ZEIN,51812,8273,774
"Agujeros de Guion: LOS JUEGOS DEL HAMBRE 2: EN LLAMAS (Errores, review, reseña, análisis y resumen)",2743950,247985,11209
Agriculture irrigation,2584875,15796,68
"After 8 Months, Will Shermin Find The Boyfriend She's Been Looking For? - Part 2/2 | Shermin’s March",155093,3918,617
AFRICAN HOME: THE NEW CAR,2393518,71720,3856
African Football League - Le résumé du quart de finale aller Simba SC (Tanzanie) - Al Ahly (Egypte),111991,776,80
AFRICAN DRAMA!!: SECOND WIFE?,331110,8056,612
Adorable Puppy Reunites with Sailor!,12026312,315701,3185
ADEPTO DOS 3 GRANDES,165648,12295,512
"Addig biciklizek, amíg P betűs dolgokat nem találok! 😱 #shorts",339490,18085,250
ADDICTED TO LANKYBOX MERCH 😂 #shorts,12470442,792127,3926
ADANA GECE SOKAK LEZZETLERİNİ DENEDİK ! w/@bicimali,1106059,64071,1229
Absoluter Stunt Spaß mit alle man! @FreerunningSchlappen,109500,6534,381
Abandoned The Kitten 😢 #katebrush #shorts,16430772,274162,273
Aaron gooit zijn telefoon weg?! 😳 Wat voor telefoon heb jij? 🤔📱,934696,41928,286
Aaj pinki aa gayi ghar  #surajactor,17974602,875822,1017
Aaha Kalyanam | 26th & 27th October 2023 - Promo,1254035,21096,118
AADIMANAV | OFFICIAL TEASER | Round2hell | R2h,2695746,456532,16162
A Touching Story of Baby TV Man and Wolves | Sad Story | Skibidi Toilet | Cartoon Animation #shorts,38879547,2945415,1994
A mi los números no me dan.,497771,35732,117
A kamionos egy napja . Elkaptak Ashfordban,155389,3573,267
A CSÓRÓ EDDIGI LEGJOBB VERZIÓJA #pixa #vlog #tiktok #tiktokvideo #festival #tiktokvideos #viral,534904,0,220
"A BOY LIKE ME (New Movie) Chidi Dike, Ebube Obi, Miwa Olorunfemi 2023 Nollywood Drama Movie",375954,13344,1549
A Boogie Wit da Hoodie - Did Me Wrong [Official Music Video],6289472,204926,9628
A ANTONELLA PASSOU UM DIA NO PARQUE AQUÁTICO,15670406,702307,0
90s to Nowadays Students😔(True story) #shorts #funnyshorts #school #sraoster #emotional,3487999,0,1434
90+8' ¡Final del partido! Triunfazo de Bolívar sobre Nacional Potosí en un duelo lleno de emociones.,76930,483,95
"90 DAYS COUPLE - MAURICE SAM, EBUBE NWAGBO - 2023 LATEST NIGERIAN MOVIES",7894925,78935,6310
"80-etis, kuris nusipirko ""Lambo""",19400,593,62
7-Year-Old Encounters Massive Bear While Riding Scooter,53361172,190878,0
7 ДНЕЙ В ЛЕСУ БЕЗ НИЧЕГО,17438855,1160647,75709
"50 Факта за ПАЛЕСТИНА, след които ЩЕ РАЗБЕРЕМ какво се СЛУЧВА",426790,22379,1072
50 CURIOSIDADES de THE AMAZING DIGITAL CIRCUS,3601697,169704,6651
5 ЛЕВА ЗА ВСЯКО СИЛОВО НАБИРАНЕ 🤑 гр. Варна,42877,2260,211
5 ROZDÍLŮ MEZI ČESKOU A VIETNAMSKOU ŠKOLOU 😱 #shorts,181167,13872,151
5 Lecciones para DOMINAR tus Emociones según Marco Aurelio | Estoicismo,108015,7306,200
5 jours pour traverser la Corse à pied ! (La randonnée la plus dure d’Europe) GR20,4234758,446664,5568
4EVE - ไปล้อเล่นไกลๆ ( Not Kidding ) | Official MV Teaser,55071,5575,355
450 - MiLLiONS (official music video),216331,13274,469
42 DUGG - Go Again (Official Video),2427916,103003,4390
4 Rounds of Endurance: The Funniest Instagram DM Challenge! 😂,186135726,9811267,7992
"360 Dance in Las Vegas 🎲 ""Drop it like it's Hot"" | Andra Gogan",8824365,0,2272
30 MİLYON DOLARLIK EVDE GİZLİ ODA BULMAK! 🔓,7976276,168418,144
3 Kg Iron Ball Vs English Willow Bat 😱 #cricketwithvishal #shorts,4136999,303530,476
2時間で麺チェーン店どっちが多く食べれるか！？【ラーメン、中華、韓国料理、焼肉】,159817,3099,212
"2주에 3,000만원 번다는 세계 최대 맥주 축제 가보기 - 유럽 〔22〕",239758,7752,765
2TON - I MERITOVA (prod. by Nego),489878,12802,342
2nd Semifinal Contest: Opoku Ware School vs Pope John SHS & Min. Sem. vs Prempeh College #NSMQonJoy,183645,1811,11
24H KOD BIKSI A ONA NE ZNA DA SAM TU,2805342,258724,5244
24h Ăn Chơi Theo Màu Sắc,1632329,42336,1465
24/7TALK: Episode 125 ft. 謝安琪,79435,2365,184
24 ԺԱՄ ԶՈՒԳԱՐԱՆՈՒՄ ՉԵԼԵՆՋ !,66999,4309,306
24 Hours In The Life Of INTENCE,68249,2610,174
24 Horas Rastreando as Novas Frutas da Atualização do Blox Fruits,202261,15961,902
24 HORAS NO CAMINHÃO DE R$1 VS R$1 MILHÃO !!,243096,4464,124
20th Disney themed birthday party-Azizah,435801,32351,1207
2023第58屆金鐘獎－節目類 頒獎典禮現場LIVE直播,521499,3050,175
2023第58屆金鐘獎－戲劇類 頒獎典禮現場LIVE直播,685736,3458,199
"2023 NSMQ: Form 1 student makes history, qualifies OWASS to grand finale",45533,991,136
20 WOMEN VS 1 SIDEMEN: SPEED EDITION,107849796,5209667,122652
2.0 Chhadke | New Nepali Full Movie | Anmol Kc | Robin Tamang | Resha Ale Magar | Lan Scott Clement,1303972,47721,2876
"2 NIGHT STAND - TOOSWEET ANNAN, NANCY ISIME - 2023 LATEST NIGERIAN MOVIES",536510,7230,318
"2 Ngày 1 Đêm - Mùa 2|Tập 34: Dương Lâm-Cris Phan trừng mắt hù doạ anh em, HIEUTHUHAI ra oai sức mạnh",9482893,83725,4657
"'1골 1도움' 맹활약 손흥민, PL 통산 110골로 긱스 제쳤다! #SPOTIME",963021,9212,1519
1V1 Futbol Challenge #shorts,266225,4523,40
1st Semifinal: Wesley Girls' High School vs Achimota School vs St. Louis SHS. #NSMQ2023 #NSMQonJoy,113247,1067,7
19년 동안 한자리에서 라면만 파셨다는 노부부 라면집에서 전 도대체 몇그릇을 먹었을까요?,651826,12170,370
1989年讓年事最高的先講 #寇世勳#劉德凱 自動後退#石峰#金鐘獎 #Shorts,278262,3182,70
15 ΑΤΥΧΕΣ ΣΤΙΓΜΕΣ ΠΟΥ ΕΧΟΥΝ ΤΥΧΕΙ ΣΕ ΟΛΟΥΣ ΜΑΣ!,96821,4905,78
13 Types of Students Cooking in Class,1221712,25429,3499
120 secondes: Le glacier du Théodule est grignoté par des pelleteuses,211680,2364,82
11-åring SLAKTAR på TALANG😱 jag hade inte en chans …,166021,3992,36
1000 MUTANTES vs Base Ultra Segura en Minecraft!,535873,10099,357
100.000 kr VS 10.000 kr OUTFIT CHALLENGE!,118802,4724,576
10 RS Street Food Challenge 😍😱 #shorts #foodchallenge,4716975,246569,6950
10 Najbogatszych POLSKICH Polityków 2023,294078,4991,598
10 Ekim 2023,1105137,35616,512
1. Zdeněk Pohlreich - Show Jana Krause 18. 10. 2023,473708,3964,0
"1. Martina a Patrik Hartlovi (10. 10. 2023, Praha)",140748,1685,87
"06. WHO SEE - BETONJERKA (feat. Random, Niggor)",81712,1806,85
0-100 in less than a second. And I'm driving.,8418612,506303,17124
⚫ RICARDO IORIO será ETERNO | Agradecimiento y despedida a un HOMBRE EXTRAORDINARIO,53268,8252,1192
⚡️СРОЧНЫЙ Выпуск с места событий / Репортаж The Люди,2316295,45867,9046
⚠️ ROBLOX IS DOWN ⚠️,2198163,118064,4705
❤️🏡Welcome Home New Born | எங்க வீட்டு இளவரசர் | அம்மாவையும் பையனையும் வீட்டுக்கு கூட்டி வந்தாச்சு,502389,7533,511
▸一個人去東京🇯🇵即買機票 說走就走✈️ 重整心情散散心⋯獨處就是好方法？ 結果第一天就😭獨遊VLOG EP.1 |肥蛙 mandies kwok ​⁠,70449,3965,380
"«Йди у себе зроби, як ми тут робимо»: жителька Харківщини — окупанту в калошах з Хабаровського краю",870922,54500,91
"«Ton âme b*tard », on était pas prêts Petite Mort 😭😭 #animation #drole #anime e",519876,38269,216
« Excusez-moi j’ai cours de Maths » Petite Mort 😭😭 #animation #drole #anime e,1301679,93809,156
【頭條開講】李尚福秦剛免職 90國參與!白宮眼紅卻又得參加的香山論壇!英國驅逐中國洗衣工理由是它?一帶一路大成功王毅訪美挑戰APEC?20231024完整版 @HeadlinesTalk,335516,19749,275
【超爆食い】隠れ大食い「タケヤキ翔」とまた3日間同食生活したら地獄すぎた！！！【大尊敬】,248744,6103,379
【貯金額の平均はいくら？】日本国民の「2022年のお金事情」を振り返る！【貯める編】：（アニメ動画）第389回,228518,3452,149
【米虫】傻小子拐卖天才少女，被其蹭吃蹭喝戏耍的团团转！一口气看完催泪韩剧《诱拐之日》大合集,70219,666,36
【祝🎉結婚】長男・元輝くん💖マミちゃん結婚おめでとう㊗️婚姻届け提出する瞬間に密着しました！ #familyvlog #有吉ゼミ,945216,14404,924
【祝】もち様4歳のお誕生日おめでとうございます🎉,959062,0,1548
【牛奶是只猫】我家猫咪也有猫猫鱼缸啦！最后五只猫一起舔玻璃是几个意思？,86276,4552,31
【泥酔はしご酒】こんなヒカル見た事ない…完全に壊れました,444776,13272,1111
【未公開&撮影後】兄妹トークがまだまだおもしろすぎたwww,127971,3536,163
【朝から爆食】大好きなコメダ珈琲店で食べ放題しながら色々本音で喋る！！！,429821,7249,282
【最強學餐爭霸#9】蛤？只有奶茶能喝？北藝大、南藝大、台藝大PK，蔡阿嘎接獲線報來訪查了！,235421,3710,345
【拍一日拖♡︎】Kaho👦🏻Nancy Kwai👩🏼令人怦然心動的戀愛實境節目😳💓 @nancykwai,216081,5929,207
【恐怖】NMB48渋谷凪咲が裏ではお笑いにストイックすぎて、後輩にも面白い回答を強要する大喜利モンスターだったら？,662081,17796,1719
【大結局完整版】美女總裁相親認錯人，誤把準備亮出身份的贅婿當成相親對象！原來贅婿隱藏身份幫助妻子獲得百億家產，卻獲得一紙離婚協議。《天神入宴》第1-120集 #都市 #逆襲 #反轉 #短劇,110088,642,34
【大発狂!?】スイカゲームでヒカキン、ついに初のスイカか!?!?!,588229,17311,1720
【千千進食中】2023泡麵排行Top10！台灣人最愛的泡麵開箱！一口氣吃十碗！,849642,11550,1697
【予告】100人の喧嘩自慢の頂点を決める新企画始動！激闘の末に夢を掴むのは誰だ…,186859,821,192
【下班瀚你聊】2023-10-25 Ep.107 郭正亮曝辣個男人來配柯..勝率90%?老瀚獨爆藍白合有四全其美的盤算! @TheStormMedia,338923,9479,3036
【一体何が！？】ずっと健康体だった猫社長に異常が。。,172162,10048,456
【ベンフィカ vs レアル・ソシエダ】UEFAチャンピオンズリーグ 2023-24 グループD Matchday3／1分ハイライト【WOWOW】,579104,2542,535
【コラボ】超豪華ゲスト達と料理対決したら楽しいに決まってる！！！【赤髪のとも / しにがみ / ぴくと / らっだぁ】,295554,20183,539
【オーストラリア】かまいたちが樺澤元マネージャー退社後について直接本人に聞いてみた,303268,5911,367
【NG】女王いかちゅん→やる気ないシト→絶望Clifford #真面目にやれ,142853148,7281567,5553
【LIVE映像】唱  日本武道館 2023.8.30【Ado】,3880716,185020,6426
【GRWM】ユニバ行くのに浮腫みMAX😭メイクでねじ伏せてやらァァァア‼️🔥,214537,5303,258
【ENG SUB|FULL】迪丽热巴展现超强语言天赋秦海璐秦岚姐妹集结 王安宇胡先煦挑大梁花少团 | 花儿与少年5·丝路季 Divas Hit The Road S5 EP00 | MangoTV,209858,3164,535
【3則故事】逃過一劫,300369,7305,498
【1/3】Boys Are Born Ugly.But He Grew Up To Be A Werewolf.,1543444,96415,152
【@ebcapocalypse  全集】20231022 恐怖男友搜索「絞肉機、氰化物」同居女離奇消失！警辦案見他阿嬤也失蹤「懷疑殺家人盜存款、詐保？」｜洪培翔,151479,1303,153
【#西蒙和安娜】俄罗斯老婆竟然套路我喝这个?!,139731,7014,45
【#ぺこキンストロング】ヒカキンさんと湖池屋ストロング食べながらコラボ配信！！ぺこ！【ホロライブ/兎田ぺこら】,605741,35245,955
「BUCK-TICK」のボーカル・櫻井敦司さんが脳幹出血で死去(23/10/24),136378,0,111
《我想成為影之強者！第2季》第4話 (繁中字幕 | 日語原聲)【Ani-One】,407920,9196,910
《Eternal Life Clips》When the girl in an orphanage meets a warm grim reaper.#fantasy#shorts,38569244,2588933,6560
